question,answer,label
"Pagi dok. Saya wanita usia 25 tahun, saya sudah didiagnosis asma sejak kecil. Gejalanya memang nggak selalu muncul, tapi kalau udara dingin atau lagi flu, saya masih sering sesak dan harus pakai inhaler. Kadang saya bingung, ini tuh artinya asma saya masih ada atau sebenarnya udah sembuh tapi kambuh aja pas kondisi tertentu? Yg mau saya tanyakan, sebenarnya asma itu bisa sembuh total nggak ya dok? Atau saya memang harus siap hidup dengan inhaler terus? Saya sih nggak merasa terlalu terganggu, tapi tetap aja kepikiran, apalagi kalau lagi traveling dan harus bawa-bawa alat terus. Mohon penjelasan nya, makasih dok,,","Alo, selamat pagi Asma ialah penyakit kronis pada saluran pernapasan yang ditandai dnegan sesak akibat peradangan dan penyempitan pada saluran napas. Penderita asma memiliki saluran pernapasan yang lebih sensitif dibandingkan orang normal. Ketika paru-paru terpapar pemicu asma maka otot-otot di saluran pernapasan akan kaku sehingga membuat saluran pernapasan tersebut menyempit, selain itu produksi dahak juga meningkat. Kombinasi dari kondisi ini yang membuat penderita mengalami gejala asma. Penyebeb asma ini belum diketahi secara pasti namun ada dugaan kondisi ini terkait dengan faktor genetik dan lingkungan, ada beberapa hal yang menjadi pemicu asma seperti: Asap rokok Debu Bulu hewan Udara dingin Infeksi virus seperti flu Paparan zat kimia Asma merupakan penyakit kronis berati penyakit jangka panjang yang belum bisa disembuhkan namun bisa dikontrol dengan cara menghindari pemicu asma dan gunakan obat yang diberikan dokter seperti inhaler. Jadi anda tetap bisa menjalani hidup yang sehat dan normal selama gejala-gejala dapat dikendalikan, dengan menghindari pemicunya, gunakan obat sesuai anjuran dokter, konsumsi makanan bergizi, batasi aktivitas yang mungkin membuat asma kambuh. Selain itu segera ke dokter jika gejala asam memberat. Semoga dapat membantu",asma
"Dok, anak saya laki-laki usia 6 tahun kadang suka mengeluh sesak napas kalau habis lari atau main terlalu aktif. Nafasnya cepat dan seperti ngos-ngosan, tapi tidak sampai biru atau batuk. Saya khawatir ini ada hubungannya dengan asma. Bagaimana cara memastikan apakah ini asma atau bukan?","Alo, selamat siang Saya mengerti akan kekhawatiran ibu, napas cepat ngos-ngosan saat lari dan terlalu aktif umumnya merupakan hal normal atau wajar dimana saat lari tubuh membutuhkan lebih banyak oksigen sehingga napas menjadi lebih cepat dan dalam untuk memenuhi kebutuhan otot yang aktif ini ialah respon normal tubuh untuk menyediakan oksigen yang cukup dan mengeluarkan karbon oksida. Ibu harus khawatir jika napas cepat dialami berlebihan dan disertai gejala lain berupa sulit bernapas, demam, nyeri dada, suara napas bunyi mengi, bibir, kulit dan kuku membiru, tarikan dada yang dalam saat bernapas jika seperti ini ibu perlu membawa anak ke dokter anak segera untuk mendapatkan pemeriksaan dan penanganan lebih lanjut dengan tepat. Untuk secara mandiri yang bisa dilakukan ialah turunkan berat badan anak jika berlebih, cukupi waktu istirahat, minum air putih yang cukup, berikan asupan gizi yang bernutrisi. Semoga dapat membantu",asma
"Dokter, dulu saya ketika masih kecil punya asma dan menghindari es sama tidak main ujan2an, setelah lama tidak kambuh hampir 15 thnan, ini kumat lagi dok, sesak dan akhirnya di bawa ke IGD di kasih obat lega, katanya sama asma, dok apakah asma saya bisa sembuh total dok?","Alo, terimakasih atas pertanyaannya. Asma (asma bronkhiale) merupakan salah satu jenis penyakit atopik yang hingga kini belum bisa disembuhkan. Penyakit ini ditandai dengan sesak, mengi, dan batuk-batuk, yang disebabkan oleh penyempitan saluran napas bagian bawah dan peningkatan produksi lendirnya. Asma merupakan penyakit yang bersifat kambuhan. Kekambuhannya biasanya dipicu oleh: Kontak dengan tungau debu, serbuk sari, bulu hewan, atau substansi udara lainnya Kontak dengan dingin atau alergen lain Konsumsi makanan, minuman, atau obat tertentu Infeksi saluran pernapasan Stres psikis dan kelelahan fisik, dsb Sejauh ini, asma Anda lama tidak kambuh mungkin karena pemicunya bisa Anda hindari. Namun, hal tersebut tidak lantas menandakan bahwa asma Anda telah benar-benar sembuh ya.. Saat serangan asma kambuh, langkah yang Anda lakukan sudah tepat, yakni langsung memeriksakan diri ke dokter agar diberikan penanganan yang tepat. Biasanya, dokter akan memberi Anda beberapa jenis obat untuk meredakan serangan asma (reliever) dan mencegah serangan tersebut kambuh kembali (controller). Terapi oksigen, tes darah, rontgen, atau tatalaksana lain bisa juga dokter lakukan bila dirasa perlu. Sembari menjalani penanganan dokter, Anda bisa lakukan juga: Giat berolahraga dan cegah kegemukan Jauhi rokok dan asapnya Hindari segala pencetus kambuhnya asma, seperti yang telah kami sebutkan di atas Usahakan selalu makan teratur, jangan terlambat, perbanyak konsumsi buah, sayur, dan biji-bijian, kurangi asupan makanan ultraproses, cokelat, dan dairy product Tenangkan hati dan pikiran Anda, tidurlah yang cukup Disiplin menjaga kebersihan diri dan lingkungan tempat Anda beraktifitas Gunakan masker dan jaga jarak aman saat beraktifitas di tempat umum Semoga membantu ya..",asma
"Dok, beberapa hari ini anak saya (usia 4 tahun) sering batuk-batuk, terutama malam hari, dan napasnya kadang bunyi ""ngik-ngik"" seperti sesak. Saya sempat baca di internet soal bronkiolus, tapi saya nggak begitu paham itu bagian apa sebenarnya di paru-paru. Apakah itu yang bikin anak saya bisa susah napas? Terus, kalau memang masalahnya di bronkiolus, bahaya nggak ya? Saya jadi agak khawatir karena sebelumnya nggak pernah begini. Perlu dicek lebih lanjut nggak sih?","Alo, terimakasih atas pertanyaannya. Ada banyak faktor penyebab anak mengalami batuk, sesak, dan berbunyi ngik-ngik saat bernapas, salah satunya peradangan pada bronkhiolus, atau disebut juga dengan bronkhiolitis. Bronkhiolus sendiri merupakan percabangan dari bronkhus yang terletak di dalam paru-paru. Bronkhiolus bertugas untuk menyalurkan udara dari bronkhus menuju ke alveoli, tempat pertukaran oksigen dan karbondioksida. Peradangan pada bronkhiolus bisa disebabkan oleh infeksi, utamanya oleh virus, misalnya RSV ( Respiratory syncytial virus ), influenxa, dan rhinovirus. Saat meradang, diameter lumen bronkhiolus akan menyempit, lendirnya diproduksi makin banyak, sehingga bisa muncullah beragam keluhan seperti yang anak Anda alami. Di samping bronkhiolitis, sejatinya masih banyak lagi kondisi lain yang bisa memicu keluhan anak Anda, misalnya asma bronkhiale, pneumonia, bronkhitis, laryngopharyngeal reflux disease, laringitis, dan sebagainya. Guna memastikan penyebab keluhan anak Anda, cobalah untuk memeriksakannya langsung ke dokter. Apabila gejala anak Anda cukup berat, dokter mungkin akan mengarahkan Anda menjalani tes darah, tes dahak, rontgen, tes swab, atau tes peunjang yang lan. Jika benar bronkhiolitis penyebab keluhannya, maka tergantung penyebab dan penanganan yang diberikan, kondisi ini bisa berbahaya, bisa juga tidak. Pada kebanyakan kasus, asal diberi penanganan yang tepat dan asal anak tidak bermasalah imunitasnya, maka penyakit ini tidaklah berbahaya dan akan sembuh dalam kurang dari 2-4 minggu. Namun, untuk lebih jelasnya, lebih aman cobalah diperiksakan langsung ke dokter ya.. Semoga membantu.",asma
"Aku lagi tinggal bareng temen kos yang ternyata punya penyakit asma. Kadang dia suka batuk-batuk atau sesak nafas kalau cuaca dingin atau habis kena debu. Aku jadi agak khawatir soalnya kamar kita bersebelahan dan kadang sharing alat makan juga. Aku jadi pengen nanya, asma itu sebenarnya termasuk penyakit yang menular atau enggak, ya? Aku takutnya kalau asma bisa menular lewat udara atau droplet gitu. Soalnya akhir-akhir ini aku juga jadi gampang batuk-batuk, jadi makin parno deh. Mohon penjelasannya ya.","Alo, terimakasih atas pertanyaannya. Asma adalah suatu penyakit atopik yang terjadi ketika saluran napas bagian bawah meradang, hingga menyempit diameternya dan meningkat produksi lendirnya. Selain batuk dan sesak napas, asma juga bisa membuat penderitanya mengalami mengi, sulit tidur nyenyak, dan kesulitan juga menjalani aktifitas berat. Khasnya, gejala asma bisa kambuh-kambuhan, terutama saat: Terpapar substansi udara, seperti debu, serbuk sari, bulu hewan, spora jamur Mengalami infeksi saluran pernapasan Terpapar substansi penyebab alergi, misalnya makanan, obat, dingin, atau substansi lain Mengalami sres psikis, kelelahan fisik Mengkonsumsi beberapa jenis obat (aspirin, NSAID, beta bloker), makanan dan minuman (yang mengandung sulfit dan pengawet) Mengalami GERD (gastroesophageal reflux disease) Asma bukanlah suatu penyakit menular. Namun, penyakit ini erat kaitannya dengan faktor genetik, sehingga kerap kali diturunkan pada keluarga yang dekat hubungan kekerabatannya. Biasanya, penderita asma akan juga memiliki kerabat dekat yang sama-sama menderita asma atau penyakit atopik lainnya, misalnya eksim dan rhinitis alergi. Adapun kondisi Anda yang juga kerap mengalami batuk-batuk, selain karena asma, mungkin juga disebabkan oleh beragam faktor lain, misalnya refluks asam lambung, tuberkulosis, bronkhitis, faringitis, sinusitis, kanker paru, gagal jantung kongestif, dan sebagainya. Jika pun kondisi Anda disebabkan oleh asma, maka asma tersebut bukan Anda peroleh karena tertular dari teman Anda, namun karena faktor genetik sebagaimana telah kami sebutkan di atas. Saran kami, agar lekas sembuh dan tidak terus mengalami batuk, lakukanlah tips berikut: Gunakan masker saat beraktifitas di tempat umum Tidak bertukar barang pribadi, termasuk peralatan makan minum, dengan orang lain Hindari hal-hal yang mungkin membuat Anda alergi Hindari juga rokok dan asapnya, debu, udara kering, polusi Gunakan air humidifier dan air purifier di sekitar Anda bila memungkinkan Rajin minum air hangat, makan buah, sayur mayur, dan makanan lain yang mengandung gizi seimbang Selagi masih batuk, jangan dulu mengkonsumsi es, makanan berminyak, dan makanan yang berpemanis buatan Disiplin menjaga kebersihan diri dan lingkungan Giat berolahraga dan tidur cukup agar imun kuat Periksakan ke dokter jika batuk tidak sembuh hingga waktu lama, atau muncul disertai sesak, mengi, dahak kekuningan/ kehijauan, dahak berdarah, nyeri dada, berat badan turun, kelenjar getah bening bengkak, dan keluhan lain yang berat Semoga membantu ya..",asma
"Pagi Dok, saya punya riwayat asma sejak kecil dan sekarang sudah dewasa. Saya sering mendengar kalau penderita asma dianjurkan untuk vaksin influenza. Sebenarnya, kapan jadwal yang tepat untuk vaksin influenza bagi orang dengan asma? Apakah vaksin ini harus diulang setiap tahun, dan adakah waktu tertentu yang paling baik untuk melakukannya?","Selamat pagi, terima kasih sudah bertanya. Saya mengerti kekhawatiran Anda sebagai penderita asma, apalagi jika sering mendengar anjuran vaksin influenza. Memang benar, vaksin influenza sangat disarankan untuk penderita asma karena infeksi flu dapat memicu kekambuhan asma dan memperberat gejalanya. Vaksin influenza sebaiknya diberikan setiap tahun, karena virus influenza cenderung bermutasi sehingga perlindungan dari vaksin tahun sebelumnya bisa berkurang. Jadwal pemberian vaksin influenza untuk orang dengan asma sama seperti populasi umum, yaitu satu kali setiap tahun. Tidak ada batasan usia, baik anak-anak maupun dewasa dengan asma dianjurkan mendapat vaksin ini secara rutin. Waktu terbaik untuk vaksinasi biasanya menjelang musim flu, yaitu sebelum musim hujan atau saat kasus flu mulai meningkat di Indonesia, umumnya pada awal atau pertengahan musim hujan. Namun, pada dasarnya vaksin influenza bisa diberikan kapan saja sepanjang tahun, terutama jika Anda belum mendapatkannya dalam setahun terakhir. Beberapa hal yang perlu diperhatikan sebelum vaksinasi: Pastikan kondisi asma Anda dalam keadaan stabil saat menerima vaksin. Jika sedang mengalami serangan asma berat atau infeksi akut, tunda vaksinasi hingga kondisi membaik. Konsultasikan terlebih dahulu dengan dokter jika Anda memiliki alergi berat terhadap komponen vaksin. Jadi, untuk penderita asma, vaksin influenza memang sebaiknya diulang setiap tahun. Anda bisa melakukan vaksinasi di fasilitas kesehatan, rumah sakit, atau klinik yang menyediakan layanan imunisasi dewasa. Jika Anda ingin berdiskusi lebih lanjut mengenai jadwal vaksinasi atau kondisi asma Anda, jangan ragu untuk berkonsultasi melalui aplikasi ALODOKTER atau membuat janji dengan dokter spesialis paru. Semoga jawaban ini membantu!",asma
"Dok, saya pria usia 29 tahun, sudah punya riwayat asma sejak kecil. Belakangan ini asma saya sering kambuh kalau cuaca dingin atau saat banyak debu di rumah. Apa yang bisa saya lakukan supaya serangan asma tidak sering kambuh karena perubahan cuaca atau debu?","Alo, terima kasih atas pertanyaannya. Saya memahami kekhawatiran Anda karena asma yang sering kambuh, terutama saat cuaca dingin atau ketika ada banyak debu di rumah. Kondisi ini memang cukup umum dialami oleh penderita asma, karena saluran napas menjadi lebih sensitif terhadap perubahan lingkungan dan alergen. Asma adalah penyakit kronis pada saluran napas yang menyebabkan sesak, batuk, dan napas berbunyi ( mengi ) akibat peradangan dan penyempitan saluran napas. Pemicu asma bisa sangat beragam, termasuk udara dingin, debu, asap, bulu hewan, atau bahkan stres. Untuk membantu mengurangi frekuensi kekambuhan asma akibat cuaca dan debu, Anda bisa melakukan beberapa langkah pencegahan berikut: Jaga kebersihan rumah secara rutin, terutama kamar tidur. Bersihkan debu pada lantai, karpet, tirai, dan perabot dengan kain lembap. Hindari penggunaan kipas angin yang menghamburkan debu, dan jika memungkinkan gunakan air purifier. Cuci sprei, sarung bantal, dan selimut minimal seminggu sekali dengan air panas. Saat cuaca dingin, kenakan pakaian hangat dan hindari keluar rumah jika tidak perlu, terutama di pagi atau malam hari. Jika harus keluar saat udara dingin, gunakan masker dan syal untuk menutupi hidung dan mulut. Hindari paparan asap rokok, parfum menyengat, atau bahan kimia pembersih rumah tangga. Selain itu, pastikan Anda selalu: Membawa dan menggunakan inhaler sesuai anjuran dokter, terutama jika sudah mulai muncul gejala awal asma. Mengenali dan mencatat pemicu asma pribadi Anda, agar bisa dihindari sedini mungkin. Menjalani kontrol rutin ke dokter, terutama jika asma sering kambuh atau obat yang digunakan terasa kurang efektif. Segera konsultasikan ke dokter jika: Serangan asma menjadi lebih sering atau berat dari biasanya Inhaler tidak membantu meredakan gejala Anda mengalami sesak berat, sulit bicara, atau bibir tampak kebiruan Penanganan asma yang baik akan sangat membantu Anda tetap aktif dan menjalani aktivitas harian tanpa gangguan. Jika butuh diskusi lebih lanjut atau pengaturan obat asma, Anda bisa konsultasi langsung lewat aplikasi ALODOKTER. Semoga jawaban ini membantu!",asma
"Saya malam hari tidur, kebangun gara2 batuk dan malah sekarang jadi tiba-tiba sesak napas dokter. dok kira2 saya terkena sakit apa ini dokter?","Alo, trimakasih atas pertanyaannya. Batuk-batuk dan sesak napas yang muncul mendadak di malam hari saat tidur bisa disebabkan oleh banyak hal, contohnya asma, bronkhitis, penyakit paru obstruktif kronis, kanker paru, efusi pleura, bronkhiolitis, gastroesophageal reflux disease, gagal jantung kongestif, pneumonia, gangguan cemas, dan sebagainya. Kondisi Anda tersebut, jika munculnya baru sekali ini, sebaiknya tidak dulu dicemaskan berlebihan. Cobalah berupaya mengatasinya dulu dengan: Cukup istirahat dan giat berolahraga agar imun kuat Jauhi dingin, debu, udara kering, polusi, dan hal yang mungkin membuat Anda alergi Jangan tidur di alas kapuk, vakum dan jemur alas tidur Anda secara berkala, jangan gunakan kipas angin atau AC terlalu dingin saat tidur, gunakan air humidifier di kamar tidur Anda bila memungknkan Jangan merokok, jauhi juga asapnya Makan teratur, porsi kecil namun sering, kurangi dulu asupan makanan dingin, berminyak, berpemanis buatan, dan mengandung banyak gas selagi batuk dan sesak Anda belum benar-benar sembuh Tidak langsung tidur dalam 1-2 jam sehabis makan Gunakan masker jika beraktifitas di tempat umum Tidurlah dengan posisi kepala hingga dada sedikit ditinggikan Minum air jahe, air lemon, atau teh peppermint agar batuk mereda Akan tetapi, jika keluhan malah memberat, apalagi muncul demam, tenggorokan nyeri, mengi, mual muntah, bengkak-bengkak, batuk berdarah, dan keluhan lain yang serius, segeralah memeriksakan diri ke dokter ya.. Tes penunjang seperti tes dahak, tes swab, rontgen, atau endoskopi bisa dokter lakukan agar bisa menegakkan diagnosis dengan akurat dan menentukan tatalaksananya yang tepat. Semoga membantu.",asma
"dok saya penderirta asma, apakah ada obat herbal untuk menyembuhkanya, mohon jawabannya, terimakasih","Alo, selamat siang Asma ialah suatu kondisi penyakit kronis pada saluran pernapasan yang menyebakan peradangan dan penyempitan pada saluran napas sehingga mengalami keluhan sesak napas dan napas berbunyi mengi. Penderita asma memiliki saluran pernapasan yang lebih sensitif dibandingkan orang normal sehingga ketika paru-paru terpapar pemicu asma maka otot-otot disaluran napas akan kaku dan menyempit. Penyebab asma belum diketahui namun diduga akibat faktor genetik ada bebarapa pemicu asma berupa alergan seperti bulu hewan, debu, serbuk sari, alergi makanan dan lainnya. Asma tidak bisa disembuhkan obatan dari dokter hanya membantu meredakan gejala jika anda terpapar pemicunya kembali maka asma akan kambuh, tidak ada penanganan herbal yang mampu mengatasi asma, jadi jika asma anda kambuh anda bisa temui dokter secara langsung untuk mendapatkan penanganan lebih lanjut. Semoga dapat membantu",asma
"dok saya sakit apa ya dok, tiba tiba saya lemes dan nafas sesak bahkan berjalan bentar aja begitu, mohon penjelasannya dokter, terimakasih","Alo, selamat siang Lemas dan sesak napas kondisi anda alami bisa disebabkan oleh beragam hal penyebab seperti: Obesitas Masalah pada paru-paru dan jantung Penyakit asam lambung atau GERD Gangguan psikologis seperti serangan panik, gangguan kecemasna dan lainnya Untuk menegakan diagnosis pasti keluhan yang anda alami perlu pemeriksaan secara langsung ke dokter dengan pemeriksaan fisik, pemeriksaan tambahan berupa cek darah, foto rontgen, spirometri dan lainnya dengan begitu bisa dideteksi kemungkinan penyebab yang anda alami sehingga bisa ditangani dengan tepat. Untuk saat ini yang bisa anda lakukan selain menemui dokter jika keluhan tidak membaik anda juga bisa lakukan beberapa tips seperti: Tidur yang cukup 7-9 jam tiap malam Hindari merokok dan asap rokok Konsumsi makanan bergizi secara rutin 3 kali sehari Konsumsi air putih 8 gelas dalam seharo Kelola stres, cemas dan panik anda dengan melakukan relaksasi Semoga dapat membantu",asma
"dok saya punya riwayat rhinitis kambuh ya itu di saat cuaca dingin, saya bisa bersin berkali kali dan ingusan dok kadang bikin nafas tiba tibak sesak. itu kenapa ya dok apa ada pengaruhnya dg alergi dingin yg saya alami? mohon penjelasanya dok thanks dok","Alo, terimakasih atas pertanyaannya. Bersin-bersin, hidung berair, dan sesak napas setiap kali terpapar cuaca dingin bisa jadi memang menandakan Anda alergi terhadap suhu dingin. Reaksi alergi ini bisa menyebabkan peradangan di saluran napas, seringnya di rongga hidung ( rhinitis alergi ), sinus (sinusitis), atau tenggorokan (faringitis), namun bisa juga melibatkan saluran napas yang lebih dalam, seperti bronkhus (bronkhitis) dan paru (asma bronkiale). Selain dingin, bisa juga keluhan serupa muncul saat terpapar substansi lain, seperti tungau debu, serbuk sari, bulu hewan, bahkan makanan atau obat tertentu. Bukan itu saja, beragam keluhan yang Anda alami mungkin juga menandakan hal lain, seperti infeksi virus atau bakteri, polip hidung, sensitifitas berlebih terhadap suatu obat, dan sebagainya. Jika memang sudah sangat sering keluhan Anda kambuh, cobalah diperiksakan langsung ke dokter agar dievaluasi kemungkinan penyebabnya dan diberikan penanganan terbaiknya. Untuk saat ini, langkah mandiri yang bisa dilakukan ialah: Jauhi dingin dan hal lain yang mungkin membuat Anda alergi Mandilah dengan air hangat, kenakan pakaian yang menghangatkan tubuh Anda, jangan dulu bepergian keluar saat cuaca sedang dingin Konsumsilah makanan dan minuman yang hangat Rajin mengirigasi rongga hidung dengan cairan infus NaCl 0,9% Kuatkan daya tahan tubuh dengan cukup istirahat, bijak mengelola stres, olahraga rutin Gunakan air humidifier dan air purifier di sekitar Anda Semoga membantu ya..",asma
Anak saya penderia asma. saya menebus obat di apotek tapi di apoteker tidak menjelaskan scr rinci cara pakai ventolin inhaler cara pakai yg benar gimana dok?,"Alo, selamat siang Selain obat asma tablet atau sirup yang diminum, penderita asam juga bisanya menggunakan obat asma hirup yang tersedia dalam bentuk inhaler atau nebulizer dimana keduanya efektif daalm mengatasi dan mencegah serangan asma. Inhaler bekerja dengan mengubaj obat asma berbentuk cairan atau serbuk menjadi uap lalu obat dikirimkan ke saluran napas dengan cara dihirup melalui mulut. Inhaler cukup praktis dan bisa dibawah kemana-mana karena bentuknya kecil. Ada beberapa langkah untuk menggunakan obat inhaler seperti: Berdiri atau duduk tegak Lepaskan tutup inhaler lalu kocok inhaler selama 5 detik Tarik napas dan embuskan napas panjang Masukan inhaler diantara gigi dan tutup mulut hingga rapat Tekan inhaler dengan cepat untuk melepaskan obat Tarik napas segera setelah obat tersemprot keluar, lalu bernapas selama 10 detik untuk membiarkan obat masuk ke dalam paru-paru Tunggu sekutar 30-60 detik sebelum mengambil isapan yang kedua Bersihkan mouthpiece menggunakan tissu kering dengan bersih lalu tutup inhaler Kumur-kumur dengan air bersih, untuk membersihkan sisa obat di mulut Semoga dapat membantu",asma
halo dok. saya ingin bertanya. saya sering mengalami nafas yang berbunyi atau mengi kadang disertai batuk. Kalau saya terlalu banyak konsumsi es tidak lama setelah itu mengi saya akan muncul dan keluar dahak. setelah itu baru hilang mengi saya. apakah mengi saya bisa hilang dok?,"Alo. Terimakasih sudah mengajukan pertanyaan kepada Alodokter. Keluhan mengi yang anda alami, dapat disebabkan oleh beberapa hal. Penyebab keluhan perlu diketahui untuk mendapatkan penanganan yang tepat. Penyebab keluha mengi tersebut diantaranya: Infeksi paru-paru yang disebabkan oleh virus, bakteri, atau jamur (pneumonia) Cystic fibrosis Terdapat benda asing yang tersangkut di dalam pipa bronkus Kanker paru-paru Penyakit paru obstruktif kronis (PPOK) Peradangan di dinding saluran bronkus (bronkitis) Beberapa penyebab lainnya dapat meningkat karena faktor resiko: Memiliki riwayat alergi. Merokok. Bayi. Anak-anak. Orang lanjut usia. Terkait pertanyaan anda: Masih dimungkinkan berbagai penyebab keluhan dari mengi yang anda alami. Anda dapat berkonsultasi pada dokter umum ataupun dokter Spesialis Paru (Sp.P). Dokter akan melakukan tanya jawab maupun melakukan pemeriksaan fisik disertai tes laboratorium jika diperlukan. Terkait penanganan yang diberikan akan tergantung dari penyebab keluhan. Sementara hal-hal yang dapat anda lakukan untuk mengurangi gejala hidung tersumbat di antaranya: Bersihkan rumah dan lingkungan sekitar secara rutin. Jaga kelembapan udara denganhumidifierdan konsumsi makanan berkuah yang hangat jika mengalami batuk dan flu. Hindari mengonsumsi obat-obatan tanpa seizin dokter. Jika memilikialergi obattertentu, catat dan selalu bawa catatan tersebut ketika berobat. Janganmerokok. Hindari paparan alergen yang dapat menyebabkan reaksi alergi atau asma kambuh. Cuci tangansecara rutin dengan sabun dan air mengalir. Hindari kontak dengan orang yang sedang sakit. Demikian informasi yang dapat saya berikan. Semoga membantu menjawab pertanyaa anda. Salam sehat dan sukses selalu.",asma
"Alodokter, dok bayi saya usia 6 bulan nah akhir"" ini kalau tidur selalu terdengar suara seperti ngorok dan biasa juga jika bangun terdengar suara yg sama apakah itu ada dahak, dan jika di berikan nebulizer kira-kira Berapa mL larutan NaCl untuk nebulizer?","Alo, selamat siang Bayi ngorok di minggu awal kelahiran pada umumnya normal hal ini karena saluran pernapasannya masih sempit dan berisi banyak lendir biasanya suara ngorok akan hilang ketika saluran pernapasannya telah berkembang sempurna dan ia sudah mampu menelan ludah. Namun jika bayi sudah besar menggorok dengan sering dan tidur dengan mulut terbuka kondisi ini bisa disebabkan oleh beragam hal seperti: Hidung tersumbat Kelebihan berat badan Amandel membengkak Asma Ngorok penangannya bukan nebul ya ibu, sebaiknya gunakan nebul hanya dengan anjuran dan dinikasi dari dokter yang memeriksa, ibu bisa tangani ngorok anak dirumah sementara waktu seperti: Pastikan ruangan tempat tidur bersih dari debu Gunakan pelembab ruangan Posisikan tidur bayi dalam telentang Untuk penanganan lebih lanjut sebaiknya ibu ke dokter secara langsung saja jika ngorok anak sering, sulit tidur, sulit makan, menyusui hingga susah bernapas. Semoga dapat membantu",asma
"Dok mohon saran kumpulan obat asma nya dok yg paling ampuh, terimakasih dok sehat selalu:)","Alo, terimakasih atas pertanyaannya. Asma (asma bronkhiale) terjadi saat saluran napas bagian bawah meradang, lantas menyempit diameternya dan meningkat produksi lendirnya, sehingga memicu keluhan seperti sesak, batuk, dan juga mengi. Asma adalah salah satu jenis penyakit atopik, yang hingga kini belum bisa disembuhkan total. Namun, Anda bisa mengontrol serangan asma dan meminimalisasi kekambuhannya dengan langkah tepat, yakni: Periksa ke dokter agar diarahkan pengobatan controller (obat untuk meminimalsasi kekambuhan asma) dan reliever (obat untuk meredakan gejala saat serangan asma kambuh) yang tepat (nyaris semua obat asma tergolong obat keras, sehingga hanya tepat diperoleh dengan resep dokter usai menjalani pemeriksaan langsung) Kenali dan hindari pencetus kekambuhan asma Anda. Beberapa contoh yang tersering ialah: Stres psikis, kelelahan fisik Kontak dengan alergen atau substansi udara tertentu, seperti tungau debu, bulu hewan, serbuk sari Infeksi saluran pernapasan Konsumsi beberapa jenis makanan (misalnya hewan bercangkang, ikan laut, dairy product, telur, kacang-kacangan) dan obat (misalnya NSAID, ACE inhibitor, beta blocker) Refluks asam lambung, dan sebagainya Rutin berolahraga, lakukan antara 30-90 menit setiap 2-3 hari sekali, contohnya renang, senam lantai, bersepeda, dan sebagainya Jauhi rokok dan asapnya Cukup istirahat Disiplin menjaga kebersihan diri dan lingkungan Gunakan air purifier di tempat tinggal Anda Gunakan masker jika beraktifitas di tempat umum Semoga membantu ya..",asma
"Dok saya seorang perokok,, merokok udah 2 tahun,, tp akhir akhir ini malah sering sesak dan engap tiba tiba dok, tp nggak ada batuk,, kenapa ya itu dok...?","Alo, terimakasih atas pertanyaannya. Kebiasaan merokok bisa memicu serangkaian penyakit yang membuat penderitanya merasa sesak napas, di antaranya bronkhitis, laringitis, pneumonia, asma, kanker paru, gagal jantung kongestif, dan sebagainya. Bukan itu aja, merokok juga bisa menyebabkan beragam efek samping lain, seperti impotensi, kanker nasofaring, bibir hitam, insomnia, dan banyak lagi gangguan medis lainnya. Meski tidak batuk, sesak yang Anda rasakan, jika cukup mengganggu, sebaiknya tidak dibiarkan begitu saja. Agar diberi arahan penanganan yang tepat, silakan periksa langsung ke dokter. Sembari itu, Anda bisa lakukan dulu: Perbanyak istirahat Tidurlah dengan posisi miring dan kepala hingga dada sedikit ditinggikan Biasakan makan teratur, porsi kecil-kecil tapi sering, kurangi berbaring dalam 1-2 jam sehabis makan Kurangi konsumsi makanan yang terlalu pedas, berlemak, dan mengandung banyak gas Kurangi juga konsumsi teh, soda, kopi, dan susu sapi selagi masih sesak Jauhi hal-hal yang mungkin membuat Anda alergi Perbaiki sirkulasi udara di tempat Anda tinggal dan beraktifitas Tidak sembarangan minum obat atau herba Semoga membantu ya..",asma
"siang dokter, dada saya tiba tiba sesak saat menaiki tangga kecil, kenapa ya dok? dan bagaimana cara mengatasinya?","Alo, selamat pagi Dada terasa sesak saat menaiki tangga seperti ngos-ngosan kondisi ini bisa pertanda normal bisa juga tidak, jika anda sebelumnya belum terbiasa menaiki tangga, kondisi ada terasa sesak bisa terjadi apalagi disertai faktor anda jarang olahraga, sedang sakit atau terburu-buru dan serta mengalami panik, cemas dan lainnya. Namun anda sudah terbiasa naik tangga, terbiasa olahraga dan sedang tidak sakit atau sedang tidak dalam kondisi tekanan maka yang anda alami bisa mengarah suatu penyakit tertentu seperti penyakit jantung dan paru. Jadi coba telaha dulu ya, jika anda merasa sehat sedang tidak ada tekanan, dan rutin olahraga serta naik tangga sudah hal biasa anda alami namun anda mengalami dada terasa sesak dan ini berulang anda alami sebaiknya konsultasi lebih lanjut ke dokter penyakit dalam agar dilakukan pemeriksaan lebih lanjut seperti pemeriksaan cek darah, pemeriksaan spirometri, pemeriksaan ekg, foto rontgen dan lainnya dengan begitu bisa dipastikan kemungkinan penyebab yang anda alami sehingga bisa ditangani dengan tepat. Semoga dapat membantu",asma
